Activity,Id_Leg,Checkin,Start,Dep,Arr,End,Checkout,Repouso Extra,Tempo Repouso Extra Diurno,Tempo Repouso Extra Noturno,Tempo Repouso Extra Especial Diurno,Tempo Repouso Extra Especial Noturno
SNA,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 10:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
LFA,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 06:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9641,-F,01/05/2019 07:40,01/05/2019 12:03,POA,VCP,01/05/2019 13:41,01/05/2019 14:11,0 days 05:29:00,0 days 01:40:00,0 days 03:49:00,0 days 01:40:00,0 days 03:49:00
AD5280,-IF,02/05/2019 07:40,02/05/2019 08:29,VCP,CNF,02/05/2019 09:46,02/05/2019 10:10,0 days 00:45:00,0 days 00:00:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00
AD5703,-F,02/05/2019 22:55,03/05/2019 02:18,CGR,VCP,03/05/2019 04:41,03/05/2019 05:30,0 days 06:30:00,0 days 00:30:00,0 days 06:00:00,0 days 00:30:00,0 days 03:00:00
AD6422,-F,08/05/2019 07:40,08/05/2019 12:47,VCP,NVT,08/05/2019 13:54,08/05/2019 14:35,0 days 03:00:00,0 days 00:00:00,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00
AD5280,-F,09/05/2019 05:35,09/05/2019 08:30,VCP,CNF,09/05/2019 09:34,09/05/2019 10:10,0 days 00:40:00,0 days 00:00:00,0 days 00:40:00,0 days 00:00:00,0 days 00:00:00
AD5703,-F,09/05/2019 22:50,10/05/2019 02:18,CGR,VCP,10/05/2019 04:49,10/05/2019 05:30,0 days 06:30:00,0 days 00:30:00,0 days 06:00:00,0 days 00:00:00,0 days 03:00:00
SNA,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 05:55:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5137,-F,NaT,NaT,VCP,GIG,NaT,NaT,0 days 01:02:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
LFA,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 08:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5137,-IF,NaT,NaT,VCP,GIG,NaT,NaT,0 days 07:49:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
LFA,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 12:01:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
RES,-IF,02/06/2019 03:01,02/06/2019 03:01,VCP,VCP,02/06/2019 06:01,02/06/2019 06:01,0 days 06:00:00,0 days 00:00:00,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,06/06/2019 06:00,06/06/2019 06:00,VCP,VCP,06/06/2019 10:00,06/06/2019 10:00,0 days 08:00:00,0 days 00:00:00,0 days 08:00:00,0 days 00:00:00,0 days 00:00:00
SNA,-IF,07/06/2019 06:00,07/06/2019 06:00,VCP,VCP,07/06/2019 23:59,07/06/2019 23:59,0 days 02:01:00,0 days 02:01:00,0 days 00:00:00,0 days 02:01:00,0 days 00:00:00
S14,-IF,08/06/2019 14:00,08/06/2019 14:00,VCP,VCP,08/06/2019 18:00,08/06/2019 18:00,0 days 00:30:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9646,-F,NaT,NaT,MCZ,VCP,NaT,NaT,0 days 00:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2553,-F,NaT,NaT,SDU,CNF,NaT,NaT,0 days 06:21:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4019,-F,NaT,NaT,SDU,VCP,NaT,NaT,0 days 01:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2852,-F,NaT,NaT,CGR,CGB,NaT,NaT,0 days 02:31:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2445,-F,NaT,NaT,CWB,GRU,NaT,NaT,0 days 01:04:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,NaT,NaT,GRU,VCP,NaT,NaT,0 days 01:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4028,-F,NaT,NaT,VCP,SDU,NaT,NaT,0 days 06:27:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2580,-F,NaT,NaT,CNF,VIX,NaT,NaT,0 days 02:27:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4007,-F,NaT,NaT,SDU,VCP,NaT,NaT,0 days 03:44:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4474,-F,NaT,NaT,VCP,PFB,NaT,NaT,0 days 03:34:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SNA,-IF,04/07/2019 00:00,04/07/2019 00:00,VCP,VCP,04/07/2019 23:59,04/07/2019 23:59,0 days 09:51:00,0 days 06:01:00,0 days 03:50:00,0 days 00:00:00,0 days 00:00:00
AD9095,-F,05/07/2019 21:50,06/07/2019 02:48,AJU,VCP,06/07/2019 06:01,06/07/2019 06:31,0 days 05:29:00,0 days 00:00:00,0 days 05:29:00,0 days 00:00:00,0 days 00:00:00
AD2933,-F,12/07/2019 10:50,12/07/2019 18:21,SDU,VCP,12/07/2019 19:30,12/07/2019 20:00,0 days 03:40:00,0 days 03:40:00,0 days 00:00:00,0 days 03:40:00,0 days 00:00:00
AD5403,-F,NaT,NaT,JJD,VCP,NaT,NaT,0 days 14:25:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5158,-F,NaT,NaT,CGB,VCP,NaT,NaT,0 days 06:04:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5709,-F,NaT,NaT,CAC,VCP,NaT,NaT,0 days 07:14:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4412,-F,NaT,NaT,OPS,VCP,NaT,NaT,0 days 00:26:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4064,-F,02/08/2019 07:40,02/08/2019 10:26,FLN,VCP,02/08/2019 11:40,02/08/2019 12:10,0 days 03:50:00,0 days 00:00:00,0 days 03:50:00,0 days 00:00:00,0 days 00:00:00
AD4403,-F,03/08/2019 05:20,03/08/2019 08:25,POA,VCP,03/08/2019 10:09,03/08/2019 10:39,0 days 01:21:00,0 days 00:00:00,0 days 01:21:00,0 days 00:00:00,0 days 00:00:00
SNA,-IF,08/08/2019 00:00,08/08/2019 00:00,VCP,VCP,09/08/2019 00:00,09/08/2019 00:00,0 days 10:00:00,0 days 06:00:00,0 days 04:00:00,0 days 06:00:00,0 days 03:00:00
AD2891,-F,09/08/2019 22:00,10/08/2019 02:31,REC,VCP,10/08/2019 05:35,10/08/2019 06:05,0 days 05:55:00,0 days 00:00:00,0 days 05:55:00,0 days 00:00:00,0 days 00:00:00
AD4989,-F,NaT,NaT,GIG,VCP,NaT,NaT,0 days 00:12:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5439,-F,NaT,NaT,FOR,VCP,NaT,NaT,0 days 13:06:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5283,-F,NaT,NaT,MCZ,VCP,NaT,NaT,0 days 06:09:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5450,-F,NaT,NaT,BYO,VCP,NaT,NaT,0 days 02:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4159,-F,NaT,NaT,CNF,VCP,NaT,NaT,0 days 00:42:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
DGR,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 01:20:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
PP2,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 17:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
GCI,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
DGR,-IF,02/10/2019 17:15,02/10/2019 17:15,VCP,VCP,02/10/2019 18:35,02/10/2019 18:35,0 days 01:40:00,0 days 01:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2645,-F,05/10/2019 13:20,05/10/2019 20:55,CWB,GRU,05/10/2019 22:12,05/10/2019 22:42,0 days 00:43:00,0 days 00:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4877,-F,06/10/2019 11:25,06/10/2019 19:33,SDU,CGH,06/10/2019 20:36,06/10/2019 21:06,0 days 04:39:00,0 days 04:39:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5024,-F,07/10/2019 13:45,07/10/2019 20:35,SDU,VCP,07/10/2019 21:47,07/10/2019 22:17,0 days 02:58:00,0 days 02:58:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2953,-F,08/10/2019 13:15,08/10/2019 20:38,CWB,SDU,08/10/2019 21:57,08/10/2019 22:27,0 days 00:58:00,0 days 00:58:00,0 days 00:00:00,0 days 00:58:00,0 days 00:00:00
REX,-IF,09/10/2019 11:25,09/10/2019 11:25,SDU,SDU,09/10/2019 14:25,09/10/2019 14:25,0 days 03:05:00,0 days 00:00:00,0 days 03:05:00,0 days 00:00:00,0 days 00:00:00
AD5798,-IF,10/10/2019 05:30,10/10/2019 06:19,SDU,VCP,10/10/2019 07:40,10/10/2019 08:10,0 days 14:20:00,0 days 04:30:00,0 days 09:50:00,0 days 00:00:00,0 days 00:00:00
BUS,-IF,NaT,NaT,CGH,VCP,NaT,NaT,0 days 00:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5201,-F,NaT,NaT,CWB,VCP,NaT,NaT,0 days 00:11:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4244,-F,NaT,NaT,SDU,NVT,NaT,NaT,0 days 04:16:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4036,-F,NaT,NaT,CNF,GYN,NaT,NaT,0 days 03:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4879,-F,NaT,NaT,SDU,CGH,NaT,NaT,0 days 03:39:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4316,-F,NaT,NaT,SDU,VCP,NaT,NaT,0 days 01:25:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4877,-F,01/11/2019 13:00,01/11/2019 20:16,SDU,CGH,01/11/2019 21:16,01/11/2019 21:46,0 days 03:34:00,0 days 03:34:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4869,-F,02/11/2019 13:20,02/11/2019 19:19,SDU,CGH,02/11/2019 20:20,02/11/2019 20:50,0 days 02:40:00,0 days 02:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4869,-F,03/11/2019 11:30,03/11/2019 19:18,SDU,CGH,03/11/2019 20:23,03/11/2019 20:53,0 days 05:27:00,0 days 05:27:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4316,-F,04/11/2019 14:20,04/11/2019 21:29,SDU,VCP,04/11/2019 22:50,04/11/2019 23:20,0 days 12:40:00,0 days 06:40:00,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00
AD4359,-F,08/11/2019 17:00,08/11/2019 22:53,CGB,SJP,09/11/2019 01:26,09/11/2019 01:56,0 days 06:59:00,0 days 04:04:00,0 days 02:55:00,0 days 00:00:00,0 days 00:00:00
AD5435,-F,09/11/2019 20:55,09/11/2019 23:54,BPS,GYN,10/11/2019 01:39,10/11/2019 02:09,0 days 00:51:00,0 days 00:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2772,-F,10/11/2019 15:00,10/11/2019 19:48,CNF,SDU,10/11/2019 20:48,10/11/2019 23:05,0 days 12:55:00,0 days 06:55:00,0 days 06:00:00,0 days 06:55:00,0 days 06:00:00
GS,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
GS,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
GS,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 01:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
GS,-IF,03/12/2019 08:15,03/12/2019 08:15,VCP,VCP,03/12/2019 17:15,03/12/2019 17:15,0 days 01:45:00,0 days 01:00:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,06/12/2019 11:15,06/12/2019 11:15,VCP,VCP,06/12/2019 15:15,06/12/2019 15:15,0 days 03:45:00,0 days 01:00:00,0 days 02:45:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,07/12/2019 07:00,07/12/2019 07:00,VCP,VCP,07/12/2019 11:00,07/12/2019 11:00,0 days 08:00:00,0 days 01:00:00,0 days 07:00:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,08/12/2019 07:00,08/12/2019 07:00,VCP,VCP,08/12/2019 11:00,08/12/2019 11:00,0 days 09:15:00,0 days 02:15:00,0 days 07:00:00,0 days 00:00:00,0 days 00:00:00
GS,-IF,09/12/2019 08:15,09/12/2019 08:15,VCP,VCP,09/12/2019 17:15,09/12/2019 17:15,0 days 01:15:00,0 days 00:30:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,12/12/2019 17:45,12/12/2019 17:45,VCP,VCP,12/12/2019 21:45,12/12/2019 21:45,0 days 10:00:00,0 days 08:15:00,0 days 01:45:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 21:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,2 days 18:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 01:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 12:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
APT,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 02:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,04/01/2020 13:30,04/01/2020 13:30,VCP,VCP,04/01/2020 17:30,04/01/2020 17:30,0 days 16:30:00,0 days 12:00:00,0 days 04:30:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,05/01/2020 22:00,05/01/2020 22:00,VCP,VCP,06/01/2020 02:00,06/01/2020 02:00,0 days 03:45:00,0 days 03:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,06/01/2020 17:45,06/01/2020 17:45,VCP,VCP,06/01/2020 21:45,06/01/2020 21:45,0 days 03:45:00,0 days 03:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,07/01/2020 13:30,07/01/2020 13:30,VCP,VCP,07/01/2020 17:30,07/01/2020 17:30,0 days 01:00:00,0 days 00:30:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,11/01/2020 15:10,11/01/2020 15:10,CGH,CGH,11/01/2020 19:10,11/01/2020 19:10,0 days 02:20:00,0 days 02:20:00,0 days 00:00:00,0 days 02:20:00,0 days 00:00:00
SFX,-IF,12/01/2020 13:30,12/01/2020 13:30,VCP,VCP,12/01/2020 17:30,12/01/2020 17:30,0 days 12:15:00,0 days 11:45:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 08:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 02:55:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4286,-F,NaT,NaT,SSA,VCP,NaT,NaT,0 days 00:51:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4471,-F,NaT,NaT,FOR,VCP,NaT,NaT,0 days 00:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
DGR,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 01:20:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
PC3,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 04:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
DGR,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 01:40:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
CRM,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5373,-F,NaT,NaT,REC,FOR,NaT,NaT,0 days 01:37:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5333,-F,NaT,NaT,REC,GRU,NaT,NaT,0 days 02:05:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2565,-F,NaT,NaT,POA,CNF,NaT,NaT,0 days 07:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2456,-F,NaT,NaT,VCP,CNF,NaT,NaT,0 days 11:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4241,-F,NaT,NaT,CNF,VCP,NaT,NaT,0 days 03:49:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2432,-F,02/02/2020 14:55,02/02/2020 19:53,CNF,REC,02/02/2020 22:23,02/02/2020 22:53,0 days 01:12:00,0 days 01:12:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2883,-F,03/02/2020 12:05,03/02/2020 17:25,REC,CNF,03/02/2020 19:48,03/02/2020 20:35,0 days 10:15:00,0 days 09:25:00,0 days 00:50:00,0 days 00:00:00,0 days 00:00:00
AD2432,-IF,04/02/2020 18:50,04/02/2020 19:57,CNF,REC,04/02/2020 22:19,05/02/2020 02:40,0 days 11:20:00,0 days 03:20:00,0 days 08:00:00,0 days 00:00:00,0 days 05:00:00
AD5374,-F,06/02/2020 02:00,06/02/2020 09:38,REC,VCP,06/02/2020 12:47,06/02/2020 12:50,0 days 00:45:00,0 days 00:00:00,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00
AD4139,-F,NaT,NaT,BSB,VCP,NaT,NaT,0 days 05:52:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
REX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
REX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 05:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6970,-F,NaT,NaT,REC,VCP,NaT,NaT,0 days 04:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5373,-F,NaT,NaT,REC,FOR,NaT,NaT,0 days 00:38:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4191,-F,NaT,NaT,CNF,VCP,NaT,NaT,0 days 00:50:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5329,-F,NaT,NaT,REC,GRU,NaT,NaT,0 days 02:48:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5217,-F,NaT,NaT,SLZ,CNF,NaT,NaT,0 days 04:20:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4427,-F,NaT,NaT,BSB,CNF,NaT,NaT,0 days 09:55:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6943,-F,NaT,NaT,REC,MAO,01/03/2020 01:57,01/03/2020 02:40,0 days 10:40:00,0 days 03:20:00,0 days 07:20:00,0 days 00:00:00,0 days 00:00:00
AD6407,-IF,02/03/2020 01:20,02/03/2020 02:11,MAO,VCP,02/03/2020 06:53,02/03/2020 07:20,0 days 04:40:00,0 days 00:00:00,0 days 04:40:00,0 days 00:00:00,0 days 00:00:00
AD5066,-IF,05/03/2020 07:25,05/03/2020 08:38,VCP,MAO,05/03/2020 11:26,05/03/2020 11:56,0 days 01:24:00,0 days 00:00:00,0 days 01:24:00,0 days 00:00:00,0 days 00:00:00
AD5280,-F,06/03/2020 01:20,06/03/2020 08:27,VCP,CNF,06/03/2020 09:37,06/03/2020 09:50,0 days 00:30:00,0 days 00:00:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00
AD2891,-F,06/03/2020 22:20,07/03/2020 03:14,REC,VCP,07/03/2020 06:23,07/03/2020 06:45,0 days 17:25:00,0 days 06:10:00,0 days 11:15:00,0 days 00:00:00,0 days 00:00:00
AD4227,-F,08/03/2020 12:10,08/03/2020 15:12,CNF,VCP,08/03/2020 16:29,08/03/2020 16:59,0 days 00:46:00,0 days 00:00:00,0 days 00:46:00,0 days 00:00:00,0 days 00:00:00
AD2444,-F,11/03/2020 07:10,11/03/2020 12:59,VCP,POA,11/03/2020 14:36,11/03/2020 15:06,0 days 02:09:00,0 days 00:00:00,0 days 02:09:00,0 days 00:00:00,0 days 00:00:00
AD2844,-IF,12/03/2020 05:15,12/03/2020 05:48,POA,GRU,12/03/2020 07:37,12/03/2020 08:07,0 days 01:58:00,0 days 00:00:00,0 days 01:58:00,0 days 00:00:00,0 days 00:00:00
AD5353,-F,12/03/2020 22:05,NaT,JDO,GRU,NaT,NaT,0 days 00:50:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5005,-IF,NaT,NaT,GRU,POA,NaT,NaT,0 days 00:35:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5782,-F,NaT,NaT,POA,VCP,NaT,NaT,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
REX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 11:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
REX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 01:46:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
CPT,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 03:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
SFX,-IF,NaT,NaT,VCP,VCP,NaT,NaT,0 days 09:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4379,-F,NaT,NaT,THE,VCP,NaT,NaT,0 days 01:28:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4408,-F,NaT,NaT,VCP,VIX,NaT,NaT,0 days 00:47:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4698,-F,NaT,NaT,VCP,VIX,NaT,NaT,0 days 11:58:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9251,-F,NaT,NaT,REC,VCP,NaT,NaT,0 days 02:15:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
R12,-IF,02/09/2020 12:15,02/09/2020 12:15,VCP,VCP,02/09/2020 15:15,02/09/2020 15:15,0 days 05:01:00,0 days 02:16:00,0 days 02:45:00,0 days 00:00:00,0 days 00:00:00
AD4573,-F,03/09/2020 08:16,03/09/2020 15:19,CNF,SSA,03/09/2020 16:58,03/09/2020 17:28,0 days 03:07:00,0 days 02:35:00,0 days 00:32:00,0 days 00:00:00,0 days 00:00:00
AD4330,-F,04/09/2020 08:35,04/09/2020 13:49,VCP,REC,04/09/2020 16:53,04/09/2020 17:23,0 days 06:52:00,0 days 06:15:00,0 days 00:37:00,0 days 06:15:00,0 days 00:37:00
AD4333,-F,05/09/2020 12:15,05/09/2020 17:28,REC,VCP,05/09/2020 20:28,05/09/2020 20:58,0 days 01:02:00,0 days 01:02:00,0 days 00:00:00,0 days 01:02:00,0 days 00:00:00
AD2006,-F,09/09/2020 07:40,09/09/2020 14:50,REC,VCP,09/09/2020 17:51,09/09/2020 18:21,0 days 17:39:00,0 days 11:39:00,0 days 06:00:00,0 days 00:00:00,0 days 00:00:00
AD4396,-IF,NaT,NaT,VCP,BSB,NaT,NaT,0 days 04:08:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4379,-F,NaT,NaT,THE,VCP,NaT,NaT,0 days 15:18:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4373,-F,NaT,NaT,SSA,VCP,NaT,NaT,0 days 00:10:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4562,-F,03/11/2020 08:05,03/11/2020 13:01,REC,THE,03/11/2020 14:36,03/11/2020 15:06,0 days 02:14:00,0 days 00:00:00,0 days 02:14:00,0 days 00:00:00,0 days 00:00:00
AD4329,-F,04/11/2020 05:20,04/11/2020 08:58,REC,VCP,04/11/2020 12:17,04/11/2020 12:17,0 days 03:43:00,0 days 00:00:00,0 days 03:43:00,0 days 00:00:00,0 days 03:43:00
CMA,-IF,05/11/2020 04:00,05/11/2020 04:00,VCP,VCP,05/11/2020 13:00,05/11/2020 13:00,0 days 21:45:00,0 days 12:00:00,0 days 09:45:00,0 days 00:00:00,0 days 00:00:00
AD9243,-F,06/11/2020 22:45,07/11/2020 03:21,MCZ,VCP,07/11/2020 06:18,07/11/2020 06:48,0 days 00:42:00,0 days 00:00:00,0 days 00:42:00,0 days 00:00:00,0 days 00:00:00
AD4170,-F,09/11/2020 21:31,10/11/2020 02:06,MAO,PVH,10/11/2020 03:34,10/11/2020 04:04,0 days 13:57:00,0 days 01:57:00,0 days 12:00:00,0 days 01:57:00,0 days 12:00:00
