Activity,Id_Leg,Checkin,Dep,Arr,Start,End,Checkout,Tempo Solo Diurno,Tempo Solo Noturno,Tempo Solo Especial Diurno,Tempo Solo Especial Noturno
AD5136,-I,NaT,GIG,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5280,-M,NaT,VCP,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5454,-M,NaT,CNF,IOS,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5467,-M,NaT,IOS,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2580,-F,NaT,CNF,VIX,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2989,-I,NaT,VIX,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4264,-M,NaT,CNF,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4007,-F,NaT,SDU,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4253,-I,NaT,VCP,PFB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4252,-M,NaT,PFB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4474,-F,NaT,VCP,PFB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9801,-I,NaT,PFB,CWB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4103,-F,NaT,CWB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9094,-I,05/07/2019 21:50,VCP,AJU,05/07/2019 22:44,06/07/2019 01:18,06/07/2019 06:31,0 days 00:00:00,0 days 01:30:00,0 days 00:00:00,0 days 00:00:00
AD9095,-F,05/07/2019 21:50,AJU,VCP,06/07/2019 02:48,06/07/2019 06:01,06/07/2019 06:31,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2937,-I,12/07/2019 10:50,VCP,SDU,12/07/2019 11:34,12/07/2019 12:43,12/07/2019 20:00,0 days 01:17:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4298,-M,12/07/2019 10:50,SDU,NVT,12/07/2019 14:00,12/07/2019 15:31,12/07/2019 20:00,0 days 00:26:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4299,-M,12/07/2019 10:50,NVT,SDU,12/07/2019 15:57,12/07/2019 17:12,12/07/2019 20:00,0 days 00:48:00,0 days 00:21:00,0 days 00:00:00,0 days 00:00:00
AD2933,-F,12/07/2019 10:50,SDU,VCP,12/07/2019 18:21,12/07/2019 19:30,12/07/2019 20:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5402,-I,NaT,VCP,JJD,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5403,-F,NaT,JJD,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5059,-I,NaT,VCP,CGB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5158,-F,NaT,CGB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4293,-I,NaT,VCP,CGB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4487,-M,NaT,CGB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5704,-M,NaT,VCP,CAC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5709,-F,NaT,CAC,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4411,-I,NaT,VCP,OPS,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4412,-F,NaT,OPS,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4058,-M,NaT,VCP,POA,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5107,-F,NaT,POA,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2978,-I,02/08/2019 07:40,VCP,FLN,02/08/2019 08:39,02/08/2019 09:56,02/08/2019 12:10,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4064,-F,02/08/2019 07:40,FLN,VCP,02/08/2019 10:26,02/08/2019 11:40,02/08/2019 12:10,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4031,-I,03/08/2019 05:20,VCP,POA,03/08/2019 06:18,03/08/2019 07:51,03/08/2019 10:39,0 days 00:34:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4403,-F,03/08/2019 05:20,POA,VCP,03/08/2019 08:25,03/08/2019 10:09,03/08/2019 10:39,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2890,-I,09/08/2019 22:00,VCP,REC,09/08/2019 22:49,10/08/2019 01:57,10/08/2019 06:05,0 days 00:00:00,0 days 00:34:00,0 days 00:00:00,0 days 00:00:00
AD2891,-F,09/08/2019 22:00,REC,VCP,10/08/2019 02:31,10/08/2019 05:35,10/08/2019 06:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5168,-I,NaT,VCP,PFB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5169,-M,NaT,PFB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4988,-M,NaT,VCP,GIG,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4989,-F,NaT,GIG,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5438,-I,NaT,VCP,FOR,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5439,-F,NaT,FOR,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5282,-I,NaT,VCP,MCZ,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5283,-F,NaT,MCZ,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5450,-I,NaT,VCP,CMG,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5450,-M,NaT,CMG,BYO,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5450,-F,NaT,BYO,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4058,-I,NaT,VCP,POA,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4331,-M,NaT,POA,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2475,-M,NaT,VCP,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4159,-F,NaT,CNF,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5704,-I,05/10/2019 13:20,VCP,IGU,05/10/2019 14:15,05/10/2019 16:20,05/10/2019 22:42,0 days 00:41:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD9640,-M,05/10/2019 13:20,IGU,CAC,05/10/2019 17:01,05/10/2019 17:33,05/10/2019 22:42,0 days 00:18:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5709,-M,05/10/2019 13:20,CAC,VCP,05/10/2019 17:51,05/10/2019 19:06,05/10/2019 22:42,0 days 00:00:00,0 days 00:30:00,0 days 00:00:00,0 days 00:00:00
AD4110,-M,05/10/2019 13:20,VCP,CWB,05/10/2019 19:36,05/10/2019 20:29,05/10/2019 22:42,0 days 00:00:00,0 days 00:26:00,0 days 00:00:00,0 days 00:00:00
AD2645,-F,05/10/2019 13:20,CWB,GRU,05/10/2019 20:55,05/10/2019 22:12,05/10/2019 22:42,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2665,-I,06/10/2019 11:25,GRU,CNF,06/10/2019 12:14,06/10/2019 13:16,06/10/2019 21:06,0 days 00:54:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4296,-M,06/10/2019 11:25,CNF,VIX,06/10/2019 14:10,06/10/2019 15:11,06/10/2019 21:06,0 days 00:33:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5123,-M,06/10/2019 11:25,VIX,CNF,06/10/2019 15:44,06/10/2019 16:40,06/10/2019 21:06,0 days 01:01:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2556,-M,06/10/2019 11:25,CNF,SDU,06/10/2019 17:41,06/10/2019 18:49,06/10/2019 21:06,0 days 00:00:00,0 days 00:44:00,0 days 00:00:00,0 days 00:00:00
AD4877,-F,06/10/2019 11:25,SDU,CGH,06/10/2019 19:33,06/10/2019 20:36,06/10/2019 21:06,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4862,-I,07/10/2019 13:45,CGH,SDU,07/10/2019 14:20,07/10/2019 15:09,07/10/2019 22:17,0 days 01:07:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4869,-M,07/10/2019 13:45,SDU,CGH,07/10/2019 16:16,07/10/2019 17:23,07/10/2019 22:17,0 days 00:37:00,0 days 00:03:00,0 days 00:00:00,0 days 00:00:00
AD4870,-M,07/10/2019 13:45,CGH,SDU,07/10/2019 18:03,07/10/2019 18:58,07/10/2019 22:17,0 days 00:00:00,0 days 01:37:00,0 days 00:00:00,0 days 00:00:00
AD5024,-F,07/10/2019 13:45,SDU,VCP,07/10/2019 20:35,07/10/2019 21:47,07/10/2019 22:17,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5114,-M,08/10/2019 13:15,VCP,SDU,08/10/2019 16:15,08/10/2019 17:15,08/10/2019 22:27,0 days 00:45:00,0 days 00:46:00,0 days 00:00:00,0 days 00:00:00
AD4237,-M,08/10/2019 13:15,SDU,CWB,08/10/2019 18:46,08/10/2019 20:09,08/10/2019 22:27,0 days 00:00:00,0 days 00:29:00,0 days 00:00:00,0 days 00:00:00
AD2953,-F,08/10/2019 13:15,CWB,SDU,08/10/2019 20:38,08/10/2019 21:57,08/10/2019 22:27,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4004,-I,NaT,VCP,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4859,-F,NaT,SDU,CGH,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4133,-M,NaT,GRU,CWB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5201,-F,NaT,CWB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4016,-I,NaT,VCP,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4873,-M,NaT,SDU,CGH,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4876,-M,NaT,CGH,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4244,-F,NaT,SDU,NVT,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5175,-I,NaT,NVT,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4949,-M,NaT,SDU,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4036,-F,NaT,CNF,GYN,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2643,-I,NaT,GYN,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4871,-M,NaT,SDU,CGH,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4876,-M,NaT,CGH,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4879,-F,NaT,SDU,CGH,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5808,-I,NaT,CGH,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2813,-M,NaT,CNF,GRU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2406,-M,NaT,GRU,SDU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4316,-F,NaT,SDU,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4104,-I,01/11/2019 13:00,VCP,CWB,01/11/2019 13:48,01/11/2019 14:37,01/11/2019 21:46,0 days 00:37:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5201,-M,01/11/2019 13:00,CWB,VCP,01/11/2019 15:14,01/11/2019 16:16,01/11/2019 21:46,0 days 01:19:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4004,-M,01/11/2019 13:00,VCP,SDU,01/11/2019 17:35,01/11/2019 18:41,01/11/2019 21:46,0 days 00:00:00,0 days 01:35:00,0 days 00:00:00,0 days 00:00:00
AD4877,-F,01/11/2019 13:00,SDU,CGH,01/11/2019 20:16,01/11/2019 21:16,01/11/2019 21:46,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5808,-I,02/11/2019 13:20,CGH,CNF,02/11/2019 13:55,02/11/2019 15:04,02/11/2019 20:50,0 days 02:33:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2781,-M,02/11/2019 13:20,CNF,SDU,02/11/2019 17:37,02/11/2019 18:39,02/11/2019 20:50,0 days 00:00:00,0 days 00:40:00,0 days 00:00:00,0 days 00:00:00
AD4869,-F,02/11/2019 13:20,SDU,CGH,02/11/2019 19:19,02/11/2019 20:20,02/11/2019 20:50,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4860,-I,03/11/2019 11:30,CGH,SDU,03/11/2019 12:07,03/11/2019 13:04,03/11/2019 20:53,0 days 01:11:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5312,-M,03/11/2019 11:30,SDU,BSB,03/11/2019 14:15,03/11/2019 16:04,03/11/2019 20:53,0 days 00:38:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5313,-M,03/11/2019 11:30,BSB,SDU,03/11/2019 16:42,03/11/2019 18:22,03/11/2019 20:53,0 days 00:00:00,0 days 00:56:00,0 days 00:00:00,0 days 00:00:00
AD4869,-F,03/11/2019 11:30,SDU,CGH,03/11/2019 19:18,03/11/2019 20:23,03/11/2019 20:53,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4864,-I,04/11/2019 14:20,CGH,SDU,04/11/2019 14:56,04/11/2019 15:52,04/11/2019 23:20,0 days 01:57:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4871,-M,04/11/2019 14:20,SDU,CGH,04/11/2019 17:49,04/11/2019 18:51,04/11/2019 23:20,0 days 00:00:00,0 days 00:34:00,0 days 00:00:00,0 days 00:00:00
AD4876,-M,04/11/2019 14:20,CGH,SDU,04/11/2019 19:25,04/11/2019 20:26,04/11/2019 23:20,0 days 00:00:00,0 days 01:03:00,0 days 00:00:00,0 days 00:00:00
AD4316,-F,04/11/2019 14:20,SDU,VCP,04/11/2019 21:29,04/11/2019 22:50,04/11/2019 23:20,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5740,-M,08/11/2019 17:00,VCP,CGB,08/11/2019 21:16,08/11/2019 22:23,09/11/2019 01:56,0 days 00:00:00,0 days 00:30:00,0 days 00:00:00,0 days 00:30:00
AD4359,-F,08/11/2019 17:00,CGB,SJP,08/11/2019 22:53,09/11/2019 01:26,09/11/2019 01:56,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5442,-I,09/11/2019 20:55,SJP,BPS,09/11/2019 21:31,09/11/2019 23:25,10/11/2019 02:09,0 days 00:00:00,0 days 00:29:00,0 days 00:00:00,0 days 00:00:00
AD5435,-F,09/11/2019 20:55,BPS,GYN,09/11/2019 23:54,10/11/2019 01:39,10/11/2019 02:09,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2638,-I,10/11/2019 15:00,GYN,CNF,10/11/2019 15:31,10/11/2019 16:47,10/11/2019 23:05,0 days 01:13:00,0 days 01:48:00,0 days 00:00:00,0 days 00:00:00
AD2772,-F,10/11/2019 15:00,CNF,SDU,10/11/2019 19:48,10/11/2019 20:48,10/11/2019 23:05,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4109,-I,NaT,VCP,SSA,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4286,-F,NaT,SSA,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4470,-I,NaT,VCP,FOR,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4471,-F,NaT,FOR,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5100,-I,NaT,VCP,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5373,-F,NaT,REC,FOR,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2883,-I,NaT,FOR,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5333,-F,NaT,REC,GRU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5108,-I,NaT,POA,CWB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4209,-M,NaT,CWB,POA,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2565,-F,NaT,POA,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4115,-I,NaT,CNF,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2456,-F,NaT,VCP,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4174,-I,NaT,CNF,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4171,-M,NaT,REC,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4241,-F,NaT,CNF,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5011,-I,02/02/2020 14:55,VCP,CNF,02/02/2020 16:41,02/02/2020 17:52,02/02/2020 22:53,0 days 00:08:00,0 days 01:53:00,0 days 00:08:00,0 days 01:53:00
AD2432,-F,02/02/2020 14:55,CNF,REC,02/02/2020 19:53,02/02/2020 22:23,02/02/2020 22:53,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5346,-I,03/02/2020 12:05,REC,FOR,03/02/2020 13:06,03/02/2020 14:29,03/02/2020 20:35,0 days 00:43:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2885,-M,03/02/2020 12:05,FOR,REC,03/02/2020 15:12,03/02/2020 16:25,03/02/2020 20:35,0 days 01:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2883,-F,03/02/2020 12:05,REC,CNF,03/02/2020 17:25,03/02/2020 19:48,03/02/2020 20:35,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6944,-I,06/02/2020 02:00,MAO,REC,06/02/2020 04:11,06/02/2020 08:52,06/02/2020 12:50,0 days 00:46:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5374,-F,06/02/2020 02:00,REC,VCP,06/02/2020 09:38,06/02/2020 12:47,06/02/2020 12:50,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4138,-M,NaT,VCP,BSB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4139,-F,NaT,BSB,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6973,-I,NaT,VCP,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6970,-F,NaT,REC,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2612,-I,NaT,VCP,BSB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6988,-M,NaT,BSB,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5373,-F,NaT,REC,FOR,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2885,-I,NaT,FOR,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2883,-M,NaT,REC,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2883,-M,NaT,REC,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4191,-F,NaT,CNF,VCP,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4080,-I,NaT,VCP,REC,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5329,-F,NaT,REC,GRU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4121,-I,NaT,GRU,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5216,-M,NaT,CNF,SLZ,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5217,-F,NaT,SLZ,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5055,-I,NaT,CNF,SSA,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5042,-M,NaT,SSA,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2428,-M,NaT,CNF,BSB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4427,-F,NaT,BSB,CNF,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2432,-I,NaT,CNF,REC,NaT,NaT,01/03/2020 02:40,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6943,-F,NaT,REC,MAO,NaT,01/03/2020 01:57,01/03/2020 02:40,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD6407,-I,06/03/2020 01:20,MAO,VCP,06/03/2020 02:07,06/03/2020 06:43,06/03/2020 09:50,0 days 01:44:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5280,-F,06/03/2020 01:20,VCP,CNF,06/03/2020 08:27,06/03/2020 09:37,06/03/2020 09:50,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4174,-I,06/03/2020 22:20,CNF,REC,06/03/2020 23:07,07/03/2020 01:42,07/03/2020 06:45,0 days 00:00:00,0 days 01:32:00,0 days 00:00:00,0 days 00:00:00
AD2891,-F,06/03/2020 22:20,REC,VCP,07/03/2020 03:14,07/03/2020 06:23,07/03/2020 06:45,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4044,-I,08/03/2020 12:10,VCP,CNF,08/03/2020 13:13,08/03/2020 14:27,08/03/2020 16:59,0 days 00:45:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4227,-F,08/03/2020 12:10,CNF,VCP,08/03/2020 15:12,08/03/2020 16:29,08/03/2020 16:59,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4469,-I,11/03/2020 07:10,VCP,GYN,11/03/2020 08:24,11/03/2020 09:50,11/03/2020 15:06,0 days 00:46:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD4432,-M,11/03/2020 07:10,GYN,VCP,11/03/2020 10:36,11/03/2020 12:11,11/03/2020 15:06,0 days 00:48:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2444,-F,11/03/2020 07:10,VCP,POA,11/03/2020 12:59,11/03/2020 14:36,11/03/2020 15:06,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5352,-I,12/03/2020 22:05,GRU,JDO,12/03/2020 22:49,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD5353,-F,12/03/2020 22:05,JDO,GRU,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2874,-I,NaT,POA,CWB,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
AD2875,-M,NaT,CWB,POA,NaT,NaT,NaT,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00,0 days 00:00:00
